label,message,length,label_encoded,clean_message,length_bin
ham,Have you got Xmas radio times. If not i will get it now,55,0,have you got xmas radio times if not i will get it now,pendek
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,88,0,i jus reached home i go bathe first but my sis using net tell u when she finishes k,pendek
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,72,1,are you unique enough find out from th august wwwareyouuniquecouk,pendek
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,185,0,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,panjang
ham,Hi :)finally i completed the course:),37,0,hi finally i completed the course,sangat pendek
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,111,0,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,sedang
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,92,0,how are you doing hope youve settled in for the new school year just wishin you a gr day,pendek
ham,Gud mrng dear hav a nice day,28,0,gud mrng dear hav a nice day,sangat pendek
ham,Did u got that persons story,28,0,did u got that persons story,sangat pendek
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,64,0,is your hamster dead hey so tmr i meet you at pm orchard mrt,pendek
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,131,0,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,sedang
ham,"Found it, ENC  &lt;#&gt; , where you at?",40,0,found it enc ltgt where you at,sangat pendek
ham,I sent you  &lt;#&gt;  bucks,28,0,i sent you ltgt bucks,sangat pendek
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,84,0,hello darlin ive finished college now so txt me when u finish if u can love kate xxx,pendek
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,174,0,your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt,panjang
ham,Goodmorning sleeping ga.,24,0,goodmorning sleeping ga,sangat pendek
ham,U call me alter at 11 ok.,25,0,u call me alter at ok,sangat pendek
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,64,0,ìï say until like dat i dun buy ericsson oso cannot oredi lar,pendek
ham,"Aight yo, dats straight dogg",28,0,aight yo dats straight dogg,sangat pendek
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,86,0,you please give us connection today itself before ltdecimalgt or refund the bill,pendek
ham,Both :) i shoot big loads so get ready!,39,0,both i shoot big loads so get ready,sangat pendek
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",73,0,whats up bruv hope you had a great break do have a rewarding semester,pendek
ham,Home so we can always chat,26,0,home so we can always chat,sangat pendek
ham,K:)k:)good:)study well.,23,0,kkgoodstudy well,sangat pendek
ham,Yup... How Ì_ noe leh...,24,0,yup how ì noe leh,sangat pendek
ham,Sounds great! Are you home now?,31,0,sounds great are you home now,sangat pendek
ham,Finally the match heading towards draw as your prediction.,58,0,finally the match heading towards draw as your prediction,pendek
ham,Tired. I haven't slept well the past few nights.,48,0,tired i havent slept well the past few nights,sangat pendek
ham,Easy ah?sen got selected means its good..,41,0,easy ahsen got selected means its good,sangat pendek
ham,I have to take exam with march 3,32,0,i have to take exam with march,sangat pendek
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,159,0,yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready,panjang
ham,Ok no prob. Take ur time.,25,0,ok no prob take ur time,sangat pendek
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,161,0,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,panjang
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,119,0,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,sedang
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",143,1,new mobiles from must go txt nokia to no collect yours todayfrom only å£ wwwtcbiz optout gbpmtmsg,sedang
ham,Would really appreciate if you call me. Just need someone to talk to.,69,0,would really appreciate if you call me just need someone to talk to,pendek
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",137,1,will u meet ur dream partner soon is ur career off a flyng start find out free txt horo followed by ur star sign e g horo aries,sedang
ham,Hey company elama po mudyadhu.,30,0,hey company elama po mudyadhu,sangat pendek
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",165,0,life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,panjang
ham,Dear good morning now only i am up,34,0,dear good morning now only i am up,sangat pendek
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,109,0,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right,sedang
ham,Dear we are going to our rubber place,37,0,dear we are going to our rubber place,sangat pendek
ham,"Sorry battery died, yeah I'm here",33,0,sorry battery died yeah im here,sangat pendek
ham,Yes:)here tv is always available in work place..,48,0,yeshere tv is always available in work place,sangat pendek
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,157,1,text meet someone sexy today u can find a date or even flirt its up to u join just p reply with name age eg sam msg recdthirtyeight pence,panjang
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,50,0,i have printed it oh so ltgt come upstairs,sangat pendek
ham,Or ill be a little closer like at the bus stop on the same street,65,0,or ill be a little closer like at the bus stop on the same street,pendek
ham,Where are you?when wil you reach here?,38,0,where are youwhen wil you reach here,sangat pendek
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,0,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct,sedang
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,sedang
ham,Tomarrow final hearing on my laptop case so i cant.,51,0,tomarrow final hearing on my laptop case so i cant,pendek
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,0,pleassssssseeeeee tel me v avent done sportsx,sangat pendek
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",83,0,okay no no just shining on that was meant to be signing but that sounds better,pendek
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",155,0,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx everything dat uve done today im touched,panjang
ham,U don't remember that old commercial?,37,0,u dont remember that old commercial,sangat pendek
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,78,0,too late i said i have the website i didnt i have or dont have the slippers,pendek
ham,I asked you to call him now ok,30,0,i asked you to call him now ok,sangat pendek
ham,Kallis wont bat in 2nd innings.,31,0,kallis wont bat in nd innings,sangat pendek
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,0,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,sedang
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,1,congratulations ur awarded of cd vouchers or gift guaranteed free entry wkly draw txt music to tncs wwwldewcomwinppmxage,sedang
